text,label
开着窗被大暴雨惊醒可怕,4
救救大周下张村水已到脖子几十人被困,3
不知道你是否注意到最近的热搜话题榜时常被新增的国内本土新冠确诊病例占据着而这其中就有河南郑州的身影这对于刚刚经历过特大暴雨的郑州来说又提出了新的考验蔬菜的价格是否正常防疫物资是否充足郑州始终被大家牵挂着蔬菜瓜果米面粮油价格稳定着防疫物资应急生活物品供应充足着然而关闭的电影院商场不再能堂食的餐厅进出小区都有进行扫码登记一轮轮核酸检测每天都在更新的检测结果一切好像都在静止了但一切又都在进行着街道上少了往日的车水马龙多了一个个排起队伍的核酸检测点抱怨的声音少了体谅的声音高了郑州人民的生活正在有序的进行当中而这份有序正是无数奋战在一线的医护工作者和默默无闻坚守在自己岗位上的抗疫工作者他们的努力所换来的让我们向他们致敬而让郑州这座城市从容不迫的是每一个生活在这片土地上的人们L猛犸新闻的微博,4
王一博wyb洪水无情人有情洪水来时他立马行动起来不但捐款捐物资还第一时间就驰援河南你觉得他是明星但他却是我们心中的英雄他也是父母眼中的孩子作为他的粉丝我们就是觉得他做得对使劲夸王一博棒棒哒,5
姓名冯书芳家人电话183,3
只希望有媒体能尽快报道救援消息巩义米河受灾严重现在没看到任何救援消息,1
据其中今天夜里降雨强度较大今天夜里全省阴天有小到中阵雨雷阵雨其中黄河以北和郑州开封许昌平顶山漯河五地区及商丘周口驻马店三地区西部与洛阳地区东部部分地区有暴雨大暴雨鹤壁地区和安阳新乡两地区西部及焦作地区北部局部特大暴雨并伴有短时强降水短时大风等强对流天气明天白天三门峡洛阳南阳信阳济源焦作安阳鹤壁八地市和新乡郑州平顶山三地区西部阴天有小到中阵雨局部大雨其它地区阴天转多云有分散性阵雨雷阵雨全省偏东风3级左右河南迎战今年最强暴,6
微博上的好心人到高德地图上定位到郑州点击积水图标在里面发布救援消息那里都是目前积水的地方更精准更有效率一些,1
h h q si,2
电是城市高效运转的基础是人们的定心丸强心剂是光明是希望而电网人就是这守住光的人,5
7月21日河南汝州市寄料镇炉沟村村民董先生表示因突遭山洪被冲走的姑父已找到发现时已无生命体征此前董先生称19日晚当地突遭山洪自家在内的十多家村舍被洪水冲毁事发时姑父想去帮助村民脱险过程中连人带车被冲走L新京报我们视频的微博,4
村民需救援安阳县安丰乡村民需救援安阳县安丰乡张家庄洪水已经半腿深了,1
公益无大小行动即榜样驰援水灾志愿消杀防疫情项目发起成功和我一起助力志愿消杀防疫情,5
大家如果看到卫辉的求助拜托多看看多转转它是新乡下面的一个市水系非常多水库就有4个而且还在太行山脉下小城市的基础设施相对没有那么完善外援比较紧张青壮年已经尽可能都去前线抗洪救灾了,3
需要车辆转运病人,3
车辆落水该如何自救戳视频了解希望你用不上但一定要知道,0
鹤壁浚县急需以下物资扩,3
51祈祷平平安安祝平安大家一定要注意安全愿平安,5
已经与我家60多岁的宝藏少女和70多岁的宝藏男孩失联超过12小时最后的通话让他们去高层亲戚家二老淡定的说没有事咱家要淹郑州就完了可咋说那是一楼啊内涝晓得不市中心一楼都水深一米几了最主要的是停水停电老女孩身体不好每天要吃药禁食生冷硬平安河南暴,3
新乡修武也很严重大家也一下,4
河南暴雨互助需核实最新情况请求扩散请求支援一方有难八方支援帝湖花园小区是重度受灾区小区目前停水停电停梯居民生活没有水电电梯停运不能下楼维持生活特别困难物业公司正在全力想办法抽水抢修地下室设备但由于积水严重涉水较深急需大型抽水设备敬请各位家人朋友帮忙信息真实有效相识的宝妈朋友家中有两岁多女宝住高层目前只能靠牛奶饼干泡面下楼困难很担心他们一家请方便的朋友帮忙河南暴雨互助c,3
直击现场潍坊多支队伍在河南救援捐赠物资陆续抵豫连日来河南多地遭遇极端强降雨引发洪涝灾害一方有难八方支援暴雨灾情牵动潍坊人民的心自7月21日开始我市至少7支民间救援队伍驰援河南他们有的连夜救援了100多名被困师生有的逐个区域搜救被困人员同时爱心物资在多地汇集陆续运往河南来源潍坊发,1
小李之前跟我说这句话我还没有反应过来今天才知道他默默的给河南捐了50箱水虽然只有千元的物资但是也尽了一点绵薄之力啦小李真棒,5
一直着的动态忆起年盛夏的那场大水转眼已过去二十三年23年前的那个夏天在很多人的记忆里是黄色的大江奔涌浊浪滔天一场无情的洪水席卷了大半个中国长江告急松花江告急珠江告急23年前的那个夏天在很多人的记忆里是绿色的在摇摇欲坠的大堤旁那些迷彩身影挽手并肩跳入汹涌的洪水化作比岩石还坚硬的绿色长城那群十八九岁的青涩少年瞬间长成铮铮铁汉用年轻稚嫩的臂膀第一次扛起生命中的重任23年前的那个夏天在很多的记忆里是暖色的泥巴裹满裤腿汗水湿透衣被灾区人民知道他们是谁也知道他们为了谁箪食壶浆扶老携幼十里相送收起,4
自7月17日以来河南省郑州市连降罕见特大暴雨造成郑州地铁发生积水等情况郑州地铁启动紧急响应机制全面疏散乘客7月20日18时10分郑州地铁下达全线网停运指令组织力量疏散群众共疏散群众500余人其中12人经抢救无效死亡5人受伤均已送医,4
未救援帮扩,3
河南省鹤壁市淇县西岗乡宋街村五人被困水位上涨无法转移非救援人员请勿联系恳请联系方式182,3
这种经历了死亡地狱天灾人祸之后还能开开心心地坐在饭桌前听你们喝了点酒以后大张旗鼓地吹牛逼的感觉真好呀,5
河南各地区山洪灾害预警扩太少了22日晚间至23日南阳信阳洛阳平顶山鹤壁新乡焦作济源等山区可能发生山洪灾害请当地的朋友注意避险做好防范一个提醒可能就是一份希望,6
我们浚县有责任承担下游分洪的任务但是希望能够考量承受能力和分洪线路,3
历经78个小时的昼夜奋战上海宝山消防已顺利完成卫辉市比干大道排涝任务目前比干大道已恢复畅通市民生活得以有序逐步恢复,1
暴雨过后消毒防疫工作成为紧随而来的一道新考题经历洪涝灾害后应该如何正确进行消毒还有哪些注意事项戳视频请你跟着蓝朋友这样做,0
7月23日一名湖南消防队员在驰援郑大一附院的救援行动中不小心擦伤了手和小腿副院长孙莹璞含着泪轻轻地为消防员擦拭身上的伤口消防员忍着疼痛抿了抿不知多久没有来得及喝过水已经干枯的嘴唇让我们致敬每一位逆行者,1
天河路与英才街交叉口因雨水造成道路积水为辖区群众通行带来严重困难和安全隐患交警五大队八中队执勤民警冒雨指挥疏导对车辆进行分流管控确保车辆无滞留道路通畅有序,4
岳云鹏作为第一个河南的明星为家乡捐款100万不愧是小岳岳家乡情最为珍贵这次河南暴雨成灾各地明星第一时间向河南进行捐款一方有难八方支援为有爱心和责任感的明星们点雨过总会天晴一起加油你真好看我不是在夸你我只是在提醒你L梁阿渣反渣的微博,5
10个支队492名指战员95台救援车辆驰骋600余公里为人民担风雨向险处践初心O安徽省消防救援总队援豫防汛救灾纪实,1
寻人寻人搬运物资过程中失联,3
24小时之内第一次当了回灾民昨淌水回家后看视频的心情也很复杂但是今天看了很多微博下面下面的评论别有用心挑拨的带节奏的号也是很多希望不要相信利用自然灾害作出的虚假言论郑州的真实情况就是受灾了有预警一直在疏散关心河南帮忙救援信息的人一定会有福报利用灾难带节奏的人和我们一定不在同一战线雨还在下路上积水已少了太阳就快出来了边牧河南一定,4
扩散安阳救援电话,1
被困建新街62院建新街小学附近好像还是刚刚那个还未被救援紧急水漫到脖子无法自救新街62院建新街小学,3
拜托这个时候不要娱乐明星的新闻了看看我们浚县泄洪水灾吧千年古城危在旦夕灾民二次转移痛心,4
看到自己家乡遭受洪灾大难当前远在他乡的我只能给家乡尽一点微薄之力希望老乡们早日脱离苦海,5
加油河南我们来了河南暴雨互助,5
9都要平平安安的扩散一定要平平安安,5
这里有防汛袋编织袋需要的看原博联系相关人员,3
昨天哪位卫辉的领导说水有所下降看看真实情况不降反升,4
7月24日晚河南郑州荥阳市索河路塔山路西南角小区地下塌陷高层住宅楼出现倾斜上百居民被紧急撤离同时东西索河路己拉上警戒线,4
物资无人对接芝士有物资,3
注意用水安全如果停水停电必须要喝水如果外面雨不大积水不深建议还是买一些水如果是等待救援那真的买办法了疟疾霍乱脑膜炎细菌感染无论哪一个都会让你的生命受到严重威胁水污染很严重可能会带来疫情所以一定要小心谨慎,6
扩转这个很有必要扩罕见病患者紧急求助通道,3
近日盐湖区第一时间志愿者协会联合南风百货举办抗洪救灾慈善义卖活动此次爱心义卖以慈善义卖抗洪救灾为主题于7月29日至8月1日在南风百货商场北门口举行义卖现场摆放了各式各样的服装鞋帽供顾客挑选价格大多在10元到50元之间L盐湖融媒的微博,1
新乡告急形势严峻由于太行山多个水库泄洪洪水叠加卫河漫堤牧野湖倒灌导致辉县凤泉卫辉多个村庄进水人员被困水还在涨没水没电手机没信号急需救援冲锋舟皮划艇水上救援装备急急急,3
wyb王一博和王一博的粉丝都好牛,2
43平安扩散河南平安扩散河南平安,5
这个很全河南暴雨救援最全电话请大家尽力扩散这个,1
需要皮筏艇新乡医学院第一附属医院急需大量皮划艇冲锋艇龙吸转移城区灾民,3
住宿安阳德隆街德隆广场三楼有一千多平方免费提供住处和食物,3
河南小伙王一博中他为家乡做了自己该做的一片赤诚河南还需要救助灾情未退内涝未消愿有能力的人想想无辜的群众和救援者再伸手帮帮他们,4
被困淇县张近村S222省道乾坤园林农场紧急,3
新乡卫辉有水库在山上这里山很多如果真的撑不住不止有洪水很可能山体滑坡,4
河南暴雨洪水灾情严重牵动亿万中国人的心今天上午壹峰信向郑州市红十字会捐款150万元驰援河南风雨同舟守望相助我们一起共渡难关正如李易峰在号手就位里的夏拙一样面对一百万美金的时候毫不犹豫的全部捐献了峰峰戏里戏外都是一样的啊是正能量满你的容颜应该申请吉尼斯纪录L每日爱豆迷妹的日常的微博,5
水淹脖子急救,3
连日来河南各省市遭遇千年一遇的强降雨特大暴雨造成洪涝灾害塌方等事故全国人民心都牵挂着河南同胞为爱发电榜样的力量正能量的爱豆摩登兄弟,5
急郑州市金水区郑汴路127号急需抽水急需抽水,3
河南平安愿平安,5
2158为保城市大家庭新乡志愿者昼夜奋战天色已晚他们还在坚守一线希望今夜一切安好,5
巩义看看巩义,4
ForYou寻人,3
海马公园a区附近的可以看看郑州,4
8祝平安祝平安大家一定要注意安全愿平安,5
河南洪灾暴雨连下几十个小时了郑州市区内公交地铁几乎全部停运我长这么大都没见过外面路上那么深的积水,4
河南省郑州市中牟县白沙镇郑信路栖瑞家苑711303需要食物需要水五名女孩被困需要物资a,3
7月23日河南郑州几位村民自发带着自己做的烙饼和煮的鸡蛋等食物送给在郑州救援的交警和消防战士们村民刘曼丽哽咽说道看到消防战士们这么辛苦我们觉得做点事情非常的舒服via记者王梦捷,5
暴雨形成洪水真的可怕看起来很严重听说整个镇子被淹老人联系不上麻烦大家扩散一下,3
大家看看卫辉吧,4
歌迷ktv免费留宿,2
好棒到了呀怎么都藏着不说,2
平安回来支援的六个省中江西是这里面唯一一个不与河南接壤还隔了一整个安徽的省正是因为来自每年受洪涝最严重的地区江西消防大队具有丰富的防汛经验千里迢迢来抗洪河南加油阿赣来啦,5
日前持续强降雨袭击河南多地灾害发生后河南省测绘地理信息技术中心紧急抽调16名技术专家组成专班快速的对受灾地市的积水点取水点塌方点进行专题地图制作发布在河南省地理信息公共服务平台上河南暴雨救,1
子闲问宝队友们都平安归队了写公众号的时候情绪也随着他们的动态起伏,5
新乡市牧野区大部队开始救援稍等一下他们很快就能到如果有听到哨子声还有手电筒的光的话给他们及时呼喊他们过去及时救援转给在牧野区的求助人员,1
81祝平安大家一定要注意安全愿平安,5
王一博粉丝实际行动驰援河南大家都要平安啊让爱意远航于暴雨之上暴雨无情人有情生命之梁寄四方王一博粉丝后援会联合多家机构发起专项公益截止昨晚已捐款42248292元进行对救援队救生艇救生衣等重要物资的专项公益捐助果然是什么样我将追随他至生命结束的那一刻他是我人生的向导我不因住何外在因素而爱他我独爱他的灵魂L正火小鱼儿爱追星的微博,5
郑州二七区需人手,3
7月20日晚陕西汉中曙光救援队发布河南省郑州特大水灾救援行动全队备勤及第一梯队出勤命令凌晨12时19名先锋队员组成第一梯队奔赴河南支援郑州汉中曙光救援队已于21日上午900到达郑州并立即与当地有关主管部门进行对接目前服从指挥部指令开展救援工作 L陕视新闻的微博,1
新乡遭遇极强降雨47万余人受灾新乡暴雨卫辉暴雨目前河南暴雨最严重的地方希望加强救援力量,4
河南的小伙伴们都要注意安全希望大家都平平安安注意安全有任何困难及时求助一定要平安,5
郑州带海的道路还是有很多的胖编猜今天穿凉鞋的小可爱比较多吧,2
之后道路路况更加复杂除了积水封路还可能有障碍物塌方等险情存在为帮助市民出行安全高德地图23日凌晨上线了河南暴雨险情上报通道功能在河南当地的用户点击高德地图上的图标即可将危险路况信息在地图上完成上报为更多用户提示险情信息高德地图河南暴雨通道上线后郑州本地高德用户上报的积水塌方障碍等路况事件也会在郑州交警使用的全境智能安全应急大屏上显示交警可以根据上述信息进行综合研判指挥调,6
我从来没想过郑州会大雨成灾直到刚刚在阳台睡醒外面下雨依旧从地铁围困被救到熊耳河防洪预警亲眼看到有人发视频路人被冲走陇海路的汽车像玩具一样翻了个面小区的积水以肉眼可见的速度从小腿到大腿到腰那儿在自然面前所有都变得很脆弱河南加油你我加油,4
别喝自来水科普一下一定要注意啊这个科普一下洪水后生活用水知识,6
紧急河南新乡牧野区周村整个村被困断水断电水位持续上涨急需救援农村情况危急大家积极传播,3
王一博粉丝实际行动驰援河南大家都要平安啊让爱意远航于暴雨之上暴雨无情人有情生命之梁寄四方王一博粉丝后援会联合多家机构发起专项公益截止昨晚已捐款42248292元进行对救援队救生艇救生衣等重要物资的专项公益捐助果然是什么样才衬她在音阶不断攀升时丢下贝斯的微笑L饭圈安利百度娘的微博,5
是小汤小汤郑州市二七区嵩山南路锦绣山河玉晖园积水严重高楼有坍塌危险是小汤本人希望都平平安安,4
天佑河南郑州无恙愿在这座城的人平安归家祈福,5
真的超棒辛苦了好棒,5
妇女保健院评论有联系方式1420核实目前积水几乎未降依旧没有食物来源有几位送餐的志愿者联系了我爸但是都因为积水太深过不去,3
注意做好防护河南加油扩散洪灾传染病防御指南河南加油,0
东风路政七街交叉口两个女孩积水淹没到脖子,4
河南暴雨互助河南卫辉紧急求助非常严重急需物资河南加油私信代发,3
卫辉卫辉那里有个水库在山上山比较多出了事不止有洪水可能还要山体滑坡之类的真的很严重卫辉真的太需要救援救救卫辉,3
刘宇没办法了能看到吗太多了不过来核实辉县市峪河镇渔村村子在水深两米多屋子里一米多并且还在持续上升大概两千人左右孩子占比达到13断粮断水情况危急紧急求援时间7月23日0550,3
祈祷平平安安洪水快退,5
前几天成都地震这次又是郑州水灾愿郑州能挺过去郑州加油,5
急急急扩郑州市二七区樱桃沟景区急需救援物资,3
0鹤壁受灾严重0,4
我日啊啊啊啊,2
谁朋友圈人多一下帮助帖有皮划艇有双人划艇20艘有救生衣100件电话135有多辆16吨随车吊需要道路救援的随时打电话130免费救援,3
河南的各位我着重提醒一句要多准备熟水第一考虑到很多家庭未必有直饮水第二停水之后清洁的水源是维系生命的关键即便没有食物靠着水也能存活第三熟水的用处更广夏季易干渴我自己就是河南长大的老家多年来下雨都不多突然爆发这样的天灾大家一时半刻可能都没做好准备同时家里老年人喝不惯直饮水或者纯净水虽然纯净水干净还可能引发急性肠胃问题还没有停电停水的地区尽量开始烧水已经停电的地区不要焦虑少使用电子设备你们还需要它联络外界已经停水的地区减少运动和交流尽早入睡保证身体水分供给夜里会开始泄洪高楼层的各位安心睡觉低楼层的稍做警,6
平安河南平安扩散河南平安3,5
转给所有女孩子在洪水浸泡过后一定要注意清洁和保暖,0
有我们在请人民放心,5
洪水冲毁了唯一进出山里的路来帮忙扩散,3
郑州加油大家都要注意安全呀,5
我朋友在这个小区信号下午时有时无目前已经失联状态,3
洪涝灾害是城市气象灾害中威胁巨大的一种气象灾害接收到暴雨和积水预警后如何做好防护避难时有哪些注意事项戳图了解,6
帮转急需救援郑州航院校内积水太多十几栋楼和上千人被困停电停水急需潜水泵两台有的请联系一下送到付款或直接去提货13838042121陶请朋友圈帮忙,3
菜鸟军虫请扩散河南多地的暴雨汛情救援牵动人心也登上热搜如果身边有正处于经期且经历过长时间雨水浸泡的女孩要怎么办请不要担心害怕L六层楼先生的微博,1
近日河南遭遇持续强降雨多地出现大暴雨和特大暴雨形成洪涝灾害由此带来的车辆泡水损失也不计其数据不完全统计目前在河南接到车险报案已达数万起车险损失近10亿元那么涉水险该如何理赔,4
郑州临时取水点,0
中原说事据7月20日河南郑州一名女子不慎被大水冲倒漂走女子危急慌乱之中抱住路边一棵行道树不敢松手林山寨街道人社局社区人员找来两根红条幅当抢险救援绳将女子成功救助出危险积水区域一张图告诉你河南暴雨有多,1
各位兄弟姐妹们来自河南郑州的闫赟兄弟求助郑州这两天突遇几百年水灾现在很多地方被大水淹没车无法进入救援需要群内在郑州周边的朋友支援皮划艇救生艇如能前来协助救援这位兄弟这边提供吃住朋友们有这方面资源或者意向可以加他微信136或者直接打电话麻烦大家微博qq微信群等等的也帮个忙多多一下感谢,3
骑河黄庄村全村被困骑河黄庄村全村被困老人孩子都在房顶等待救援有鹤壁救援队可以进行救援的请联系,3
有消息请通知这个小弟弟还没找到,3
河南暴雨洪水灾情严重牵动亿万中国人的心今天上午壹峰信向郑州市红十字会捐款150万元驰援河南风雨同舟守望相助我们一起共渡难关正如李易峰在号手就位里的夏拙一样面对一百万美金的时候毫不犹豫的全部捐献了峰峰戏里戏外都是一样的啊是正能量满可他洁身自好自重自爱却更陷妄测捏造拖入深渊L八组吃瓜娱乐大叔的微博,5
有人被困在建新北街和建新西街西北角房顶有20多个居民被困平房顶道路积水达两米多深,3
风雨同舟共抗水患为了缓解河南暴雨后的饮水困难7月23日18点在中华社会救助基金会的统一安排下在当地的40余位伙伴作为志愿者参与了物资装卸分发喜茶在郑州的门店还未恢复营业门店伙伴从昨日开始自发先将门店里现有的瓶装饮料赠送给附近的执勤交警清洁工作人员抢险队员等向他们表达深深敬意此前喜茶已向郑州慈善总会捐款500万,5
发生爆炸不要靠近淇县已断水断电需要救援,3
寻人寻人现已失联40小时,3
阜外医院我们来啦万力集团珍宝柔救援队在行动灾后防护消杀2万多片口罩物资已送达,1
全省大部出现小到中雨部分地区中到大雨局部暴雨今明两天仍是主要的降水时段强降水区域集中在中西部北部地区需加强防范,6
地点新乡市牧野区小朱庄灾情全村进水现在处于没水没电手机信号不稳定具体地址朱庄南地路东100米人数20人有老人小孩儿联系人电话183,4
啊卫辉水退没有啊,4
挺震撼的看到全国各省飞驰河南支援洪灾水火无情抗洪抢险愿山河无恙人间皆安,5
7月16日河南省气象局针对7月17日19日暴雨天气过程召开新闻发布会此次降水主要集中在豫东地区豫北地区以及太行山脉附近其中安阳焦作新乡受地形影响降雨量会更加明显为应对暴雨来袭河南万仙山八里沟多个太行山景区已闭园周末请大家尽量别去山区避暑游玩L大象新闻的微博,6
扩救帮扩求救五号线海滩寺和沙口路中间等救援,3
扩散郑州经四路有个变压器炸了漏电危险请尽量避开该路段,6
感觉昨天是我见过这辈子最大大雨了断水断电断网从实验室回来的宝们说主路上的积水已经到腰了大家淌水去买了水和吃的一切平安楼下的树真的是都倒了我的小自行车就此离我而去了好在今天雨停了太不容易了,4
老人和小孩被困河南省巩义市新中镇茶店村6队两个老人和孩子被困,3
救好吓人注意避开请绕道走注意郑州西三环高架桥塌方,6
我们无愧于心王一博新闻里有名有姓呢无愧于河南那你呢不想去挡灾区里洪水泡脏水只想干干净净的躺在家那就请你闭嘴闭嘴也是一种帮忙,4
急寻对接车,3
一点心意希望大家平安无事八方携手共渡难关,5
连夜全员核酸检测愿天佑河南愿郑州疫情早日消散,5
漏电注意漏电地段,6
随喜随喜龚俊GJ暴雨无情牵动人心若举国同心定能集腋成裘每一份绵薄之力都是照亮河南的点点荧光共同祈福河南早日度过难关,5
求助列车人员求助已被困时间已经40小时以上这位需要求助力的是虾虾的亲人已核实真实,3
需要救援白沙镇康庄村金石料场被困人员,3
消防员需要衣物1消防员需要衣服,3
物资需对接有物资这里有物资有请需要的医院联系,3
wyb王一博平安喜乐未来可期,5
你和你的粉丝都很棒我们已第一时间联系订购了两百箱女性用品如有紧急需要请您随时与我们取得联系大家加油,5
7月24日一贵州籍救援人员何国勇随所在公司救援队抵达河南新乡救援26日凌晨1时15分何国勇在为一小区地下室积水进行抽排时不幸触电身亡28日数百群众自发在贵州的高速路口迎接英雄何国勇回家,1
寻人王俊杰男47岁身高173左右体形偏胖于2021年7月20日晚上11点左右在河南省大隗镇香樟河畔附近遭遇洪水失联186138,3
还有一位姐妹整理的救援电话可以直接复制,1
扩这个希望大家帮忙他们被困好久啦啦停水停电了救援一直不到鹤壁鑫圣汽修被困10个人左右谁去救救他们水已经淹到2楼了这是他们唯一有电的号码150,3
芝士这个医院到现在也没有救援老师的妻子是医院的护士长已经两天没吃没喝了求求大家联系相关物资吧,3
鹤壁浚县急急急需要物资,3
卫辉到底什么情况我昨天转的几个卫辉的帖子全都没了据说是倒灌天哪还在涨怎么水位还涨上了今天早上还在涨吗,4
帮助一下鸟姐浚县需要救助,3
能帮就帮动物尸体也是洪灾后的致病原细菌会进入水循环系统保证自身安全的同时帮助它们也是帮助人类万物有灵都是生命它们同样也需要帮助,3
从防汛抗洪到决口封堵再到灾后重建只要人民需要解放军就会出现因为百姓的期许是奋斗的方向人民的利益胜过天高地广L铸剑中原的微博,5
卫辉受灾很严重交通不便通讯不畅如果大家也想帮忙请看清这里的提示,3
zfgb平平安安河南加油扩散河南平安,5
河南巩义米河镇楼房在暴雨中倒塌应急局人员已提前转移无伤亡,4
岳云鹏作为第一个河南的明星为家乡捐款100万不愧是小岳岳家乡情最为珍贵这次河南暴雨成灾各地明星第一时间向河南进行捐款一方有难八方支援为有爱心和责任感的明星们点雨过总会天晴一起加油少之又少的是还没进入时光法则变成千篇一律的你L娱三少爱追剧的微博,5
地铁5号线寻人寻人寻人7月20日郑州暴雨地铁5号线失联者邹德强,3
文字版以便信号不好加载困难的看1郑州自来水公司免费取水点41个取水点位置1淮南街郑航南路临时取水点2西三环中原路南300米路东临时取水点3长江路连云路西100米路北金盾花园临时取水点4航海路碧云路南300米路东临时取水点5兴华街锦华小区门口临时取水点6淮河路昆仑路向东路北安装临时接水点7京广路政通路西80米路北713斜对面临时取水点8航海路通站路南30米路东临时取水点9农科路政七街临时取水点10林科路经三路临时取水点11经七路黄河路临时取水点12经五路红专路临时取水点13东三街红旗路临时取水点14俭学街信息学院路临时取水点15群办路天明路临时取水点16丰乐路群办路临时取水点17中州大道与石化路美景天城取水点18畅和街陈庄街临时取水点19康平路鑫苑新城临时取水点20中央特区临时取水点21庙张街畅和街向南100米临时取水点22建业路建业桂圆临时取水点23正光路心怡路东南角临时取水点24通泰路鑫苑中央花园临时取水点25砖牌坊街1号院门口临时取水点26新郑路陇海路东南角临时取水点27商城路凌云路东120米路北临时取水点28郑汴路东明路西120米路北临时取水点29凤凰路货栈北街西北角临时取水点30优胜北路劳卫路东100米路北临时取水点31东里路人民路东50米临时取水点32杜岭街西里路南20米路西临时取水点33纬五路经八路东50米路南临时取水点34南阳路东风路南北100米路西临时取水点35南阳路兴南街南100米路东临时取水点36国基路金杯路西北角临时取水点37天河路新城路西北角临时取水点38中原路工人路北300米路东临时取水点39医学院2号楼前临时取水点40医学院6号楼前临时取水点41友爱路工人路东空军医院临时取水点2紧急救援求助电话安阳市联合救援队15837212222红旗渠应急救援中心18567769958内黄县枣乡应急救援中心15890758666林州市蓝天救援队13603461315滑县应急救援协会186河南暴雨互,0
救命救救河南省郑州市中牟县商都路东润城西南侧约200米宝宝佳幼儿园恒通路详细内容孕妇六个多月带有五岁女儿请求帮助被困车里了,3
老人老人救命啊看看这里养老院老人,3
网友吐槽最多的物业是,2
看看这些辉县乡镇地区吧,4
一方天灾暴雨突袭河南然而全国人民的心却紧紧贴在一起各地的志愿力量紧随着雨声前往灾区支援除积水搬物资高温下积水中双手泡到发白发皱他们是在河南灾区服务的志愿者援助是一方的爱却是相互的河南商家花样免单河南老乡也在用自己纯粹的方式回馈着志愿者们一方有难八方支援这是志愿者的大局意识与奉献精神滴水之恩当涌泉相报这是河南老乡的有情有义与善良敦厚河南人不会忘记每一个为河南奔赴的你,1
这种时刻希望国家能扛起来帮帮卫辉灾后重建必须要给个政策,3
拜托扩散救救他有高龄老人河南省巩义市小关镇杜沟村东沟需要紧急救援,3
非常关心河南的农村洪灾造成了多少损失河南可是农业大省啊主要作物小麦应该是播种不久一场洪灾可能就都毁了还要买种子这背后牵扯的太多了怎么很少有报道农村情况的这跟吃的面粉有关啊损失的汽车不能吃家里的冰箱电脑手机都不能吃啊,4
巩义市神鹰救援队温馨提示行人在雨中水中行走且记不能在大树下停留要远离路灯杄或有电的设备雨天行车要保持车距控制车速提前刹车正确使用灯光通过积水路面时要先观察确保安全低档通行如果在水中熄火且记不能二次启动可以把愿意帮他们一把的自己电话跟贴上去求巩义全天免费救授神鹰救援电话69590110温柔狼13938245165李文元15617755699莫春平15038109176杨桃利13607665380李增学15016638019865需要救援随时拨打以上电话河南暴,1
请问一下在荥阳市哪里可以做核酸啊现在个人的急急急,3
请奥运会的同时也多多一下这里吧,5
女性健康郑州当地需要月经期物资和孕期护理物资的姐妹们看过来可以免费领取相关物资领取前记得先打电话沟通确认哦,3
辛苦了wyb正能量王一博只有经历过才有深刻体会大灾难面前只要一条心就没有什么过不去的辛苦了,5
博君一肖扩郑州救援队如果打不通打4006009958会有人在线接听,1
春秋航空可免费承运进出河南的物资春秋航空河南航线上海郑州宁波郑州上海南阳兰州南阳厦门南阳上海洛阳沈阳洛阳重庆洛阳宁波洛阳乌鲁木齐洛阳,0
优秀的志愿者wyb在灾情面前他们有一个共同的名字叫志愿者他向着危险逆行就是最美的人他做自己可以做的用行动去感染身边人把正能量传递给身边人这样的,5
帮扩可提供休息场所,1
安全第一等你扩大家千万注意安全,6
河南的小仙鹤一定要没事呀郑州挺住众志成城共渡难关加油鹤川大人,5
你们真棒辛苦啦,5
女子被洪水冲走紧紧护着怀中的孩子路人奋不顾身急速救援,1
你们发现了吗抗洪一线飘扬的团旗和青年突击队我们的年轻人是充满希望的一封封请战书一个个年轻的背影洪灾面前用行动驻起青春堤坝,5
大家怀着激动的心情来看看今天返家乡实践队队员都实践成果吧红色广场参观学习宣传家乡红色文化暴雨后到村民家走访心与心的交流到幼儿园陪小朋友做游戏关爱祖国花朵预防走失为爱行动给老人带去安心帮助农民瓜田里摘瓜关爱社区老人返家乡实践队持续为家乡做贡献爱虽无声但行动有力让我们一起加油吧,5
急需衣物外地的就不用寄了,3
这就是真实情况官方媒体能不能别在粉饰太平了看看现场看看受苦的百姓吧你们说水位下降不就是在吃人血馒头嘛不想多说了省的又被人说内涵真实的情况什么样欢迎来看看,4
福建蓝天救援泉州蓝天救援队连夜驰援河南风豫同州守望相助一方有难八方支援河南的洪灾牵系着全国人民的心7月23日晚泉州市社会应急救援力量泉州蓝天救援队与河南当地前线指挥部对接后紧急集结一支水域救援分队携带冲锋舟3艘相关救援器83件及救援一线急需的物资连夜驱车赶赴河南支援人民有信仰民族有希望国家有力量天灾无情人间大爱风豫同州守望相助共渡难关加油河南来源泉州蓝天救援队微信公众号河南暴,3
医院求助医院急需物资,3
kkk量少多人受困水淹到脖子了,3
